crack_id, arr_index, theta, x, y, z, num_xtal, grain_id_1, phi1_1, Phi_1, phi2_1, weight_1, grain_id_2, phi1_2, Phi_2, phi2_2, weight_2, grain_id_3, phi1_3, Phi_3, phi2_3, weight_3, grain_id_4, phi1_4, Phi_4, phi2_4, weight_4, grain_id_5, phi1_5, Phi_5, phi2_5, weight_5, grain_id_6, phi1_6, Phi_6, phi2_6, weight_6, grain_id_7, phi1_7, Phi_7, phi2_7, weight_7, grain_id_8, phi1_8, Phi_8, phi2_8, weight_8, grain_id_9, phi1_9, Phi_9, phi2_9, weight_9, grain_id_10, phi1_10, Phi_10, phi2_10, weight_10, mis_1to2, mis_1to3, mis_1to4, mis_1to5, mis_1to6, mis_1to7, mis_1to8, mis_1to9, mis_1to10, mis_2to3, mis_2to4, mis_2to5, mis_2to6, mis_2to7, mis_2to8, mis_2to9, mis_2to10, mis_3to4, mis_3to5, mis_3to6, mis_3to7, mis_3to8, mis_3to9, mis_3to10, mis_4to5, mis_4to6, mis_4to7, mis_4to8, mis_4to9, mis_4to10, mis_5to6, mis_5to7, mis_5to8, mis_5to9, mis_5to10, mis_6to7, mis_6to8, mis_6to9, mis_6to10, mis_7to8, mis_7to9, mis_7to10, mis_8to9, mis_8to10, mis_9to10, dadN2D, dadN3Dline, dadNpath, tf_1, tf_2, tf_3, tf_4, tf_5, tf_6, tf_7, tf_8, tf_9, tf_10, tf_1to2, tf_1to3, tf_1to4, tf_1to5, tf_1to6, tf_1to7, tf_1to8, tf_1to9, tf_1to10, tf_2to3, tf_2to4, tf_2to5, tf_2to6, tf_2to7, tf_2to8, tf_2to9, tf_2to10, tf_3to4, tf_3to5, tf_3to6, tf_3to7, tf_3to8, tf_3to9, tf_3to10, tf_4to5, tf_4to6, tf_4to7, tf_4to8, tf_4to9, tf_4to10, tf_5to6, tf_5to7, tf_5to8, tf_5to9, tf_5to10, tf_6to7, tf_6to8, tf_6to9, tf_6to10, tf_7to8, tf_7to9, tf_7to10, tf_8to9, tf_8to10, tf_9to10, a, b, c, d, angle_gb, dist_gb, signed_dist_gb
1,0,0.0,0.0,336.0,306.0,2,288,5.003108,0.423611,1.146995,0.516129,260,0.612143,0.79839,5.262499,0.483871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001257,0.00126,0.001286,2.638085,3.444725,,,,,,,,,0.80664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55898,0.803135,-0.206195,-201.50139,0.638258,5.256298,5.256298
1,9,2.360071,34.881676,407.153198,305.834076,5,257,3.191666,0.588906,2.852357,0.815534,288,5.003108,0.423611,1.146995,0.097087,393,3.674895,0.427056,3.104679,0.058252,260,0.612143,0.79839,5.262499,0.024272,337,3.406359,0.574217,3.628417,0.004854,,,,,,,,,,,,,,,,,,,,,,,,,,45.298031,41.936543,54.363176,,,,,,,50.271209,43.48986,51.271982,,,,,,39.990435,19.854846,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001594,0.00163,0.001661,3.389895,2.638085,2.806577,3.444725,3.234572,,,,,,0.751809,0.583318,0.054831,,,,,,,0.168491,0.80664,0.596487,,,,,,0.638149,0.427995,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938152,0.277581,0.20693,-196.300246,0.54111,12.728303,12.728303
1,16,1.663781,52.660042,376.910736,311.959076,4,260,0.612143,0.79839,5.262499,0.541463,257,3.191666,0.588906,2.852357,0.395122,921,0.64729,3.350509,3.465177,0.053659,288,5.003108,0.423611,1.146995,0.009756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,53.253555,43.48986,,,,,,,54.681681,45.298031,,,,,,,38.436346,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000804,0.000825,0.000864,3.444725,3.389895,2.302481,2.638085,,,,,,,0.054831,1.142244,0.80664,,,,,,,1.087413,0.751809,,,,,,,0.335604,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.836794,0.304622,-0.454951,67.731279,0.553343,3.445121,-3.445121
1,27,0.948975,41.152599,342.507477,310.57074,4,260,0.612143,0.79839,5.262499,0.923445,257,3.191666,0.588906,2.852357,0.057416,288,5.003108,0.423611,1.146995,0.014354,921,0.64729,3.350509,3.465177,0.004785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,43.48986,53.253555,,,,,,,45.298031,54.681681,,,,,,,38.436346,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00132,0.001462,0.001536,3.444725,3.389895,2.638085,2.302481,,,,,,,0.054831,0.80664,1.142244,,,,,,,0.751809,1.087413,,,,,,,0.335604,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093317,0.993468,0.065672,-378.164034,1.053053,13.65778,-13.65778
1,30,3.052458,5.878739,437.778839,306.105133,5,393,3.674895,0.427056,3.104679,0.409938,286,4.753474,0.293662,1.683838,0.385093,540,3.38559,3.765373,5.859594,0.15528,289,0.583617,0.049955,5.168513,0.037267,337,3.406359,0.574217,3.628417,0.012422,,,,,,,,,,,,,,,,,,,,,,,,,,31.508081,18.322525,41.223331,19.854846,,,,,,49.473177,43.554355,,,,,,,,5.452094,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002266,0.002282,0.002304,2.806577,2.546678,3.380761,2.440328,3.234572,,,,,,0.259899,0.574184,0.366248,0.427995,,,,,,0.834083,0.106349,,,,,,,,0.146189,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.744042,0.663016,0.082528,-309.948921,0.934423,1.19367,1.19367
2,0,0.0,0.0,324.0,312.0,2,260,0.612143,0.79839,5.262499,0.822581,288,5.003108,0.423611,1.146995,0.177419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002433,0.002568,0.002677,3.444725,2.638085,,,,,,,,,0.80664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.782263,0.610848,-0.12219,-169.830423,0.900413,10.038946,-10.038946
2,8,2.214814,49.0812,408.850555,306.093109,2,257,3.191666,0.588906,2.852357,0.665049,260,0.612143,0.79839,5.262499,0.334951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003295,0.003298,0.003375,3.389895,3.444725,,,,,,,,,0.054831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.967582,0.029561,0.250823,-36.081737,0.714173,5.289398,5.289398
2,20,0.464872,29.796446,312.589142,305.51532,1,260,0.612143,0.79839,5.262499,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003134,0.003207,0.003259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,37,1.08759,53.553543,343.900818,310.719147,3,260,0.612143,0.79839,5.262499,0.942029,257,3.191666,0.588906,2.852357,0.038647,921,0.64729,3.350509,3.465177,0.019324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,53.253555,,,,,,,,54.681681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001594,0.001598,0.001635,3.444725,3.389895,2.302481,,,,,,,,0.054831,1.142244,,,,,,,,1.087413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.358832,0.926645,0.11211,-347.612571,0.741734,13.320599,-13.320599
2,43,1.554242,58.109829,371.037964,316.832062,3,260,0.612143,0.79839,5.262499,0.677885,257,3.191666,0.588906,2.852357,0.168269,921,0.64729,3.350509,3.465177,0.153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,53.253555,,,,,,,,54.681681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002527,0.002603,0.002655,3.444725,3.389895,2.302481,,,,,,,,0.054831,1.142244,,,,,,,,1.087413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.880239,-0.171567,0.442431,-118.455509,0.32051,9.213479,9.213479
2,46,2.821694,23.895781,444.132385,305.815338,5,393,3.674895,0.427056,3.104679,0.507389,286,4.753474,0.293662,1.683838,0.216749,289,0.583617,0.049955,5.168513,0.211823,257,3.191666,0.588906,2.852357,0.054187,540,3.38559,3.765373,5.859594,0.009852,,,,,,,,,,,,,,,,,,,,,,,,,,31.508081,41.223331,41.936543,18.322525,,,,,,43.554355,40.863344,49.473177,,,,,,39.609155,,,,,,,40.540449,,,,,,,,,,,,,,,,,,,,,0.002987,0.003069,0.003149,2.806577,2.546678,2.440328,3.389895,3.380761,,,,,,0.259899,0.366248,0.583318,0.574184,,,,,,0.106349,0.843217,0.834083,,,,,,0.949566,,,,,,,0.009134,,,,,,,,,,,,,,,,,,,,,0.855334,-0.514288,-0.062542,235.574132,1.349938,8.474747,8.474747
3,0,0.0,0.0,300.0,300.0,4,260,0.612143,0.79839,5.262499,0.870968,391,2.874435,0.653539,3.711879,0.112903,394,1.624092,0.189887,4.091087,0.008065,755,0.744976,3.473729,3.838328,0.008065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.124695,42.724232,36.733752,,,,,,,55.541448,41.564221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005999,0.005999,0.006019,3.444725,3.42137,2.386477,2.629798,,,,,,,0.023355,1.058248,0.814927,,,,,,,1.034893,0.791572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43686,-0.871393,0.223221,183.057776,0.555104,11.393824,-11.393824
3,2,0.4379,41.920158,282.46875,299.53067,3,260,0.612143,0.79839,5.262499,0.618357,394,1.624092,0.189887,4.091087,0.376812,391,2.874435,0.653539,3.711879,0.004831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.724232,33.124695,,,,,,,,55.541448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002178,0.002378,0.002521,3.444725,2.386477,3.42137,,,,,,,,1.058248,0.023355,,,,,,,,1.034893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.439881,0.831299,-0.339774,-149.052089,0.996864,2.431048,2.431048
3,18,0.843957,54.277031,323.734619,306.13446,1,260,0.612143,0.79839,5.262499,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004052,0.004485,0.004858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,1.723973,90.5896,385.985809,305.405151,1,260,0.612143,0.79839,5.262499,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00155,0.001618,0.001814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,37,2.222018,77.577644,431.124603,306.440643,3,260,0.612143,0.79839,5.262499,0.961353,289,0.583617,0.049955,5.168513,0.028986,257,3.191666,0.588906,2.852357,0.009662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.422117,54.363176,,,,,,,,39.609155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002171,0.002171,0.002175,3.444725,2.440328,3.389895,,,,,,,,1.004397,0.054831,,,,,,,,0.949566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.451957,0.769071,-0.451957,-171.4419,1.465929,13.43622,-13.43622
3,43,1.30165,82.891296,349.135345,309.971863,1,260,0.612143,0.79839,5.262499,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001748,0.001851,0.001905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,66,2.872623,29.837767,480.2453,317.34375,4,286,4.753474,0.293662,1.683838,0.34466,125,5.702375,0.922475,0.716409,0.305825,289,0.583617,0.049955,5.168513,0.291262,287,0.24957,0.443788,5.677294,0.058252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.182092,43.554355,46.344622,,,,,,,56.878361,53.306525,,,,,,,24.905458,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003135,0.00315,0.003232,2.546678,2.957013,2.440328,2.761248,,,,,,,0.410335,0.106349,0.21457,,,,,,,0.516684,0.195765,,,,,,,0.320919,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285204,0.937745,0.198227,-528.331918,0.102216,6.568336,-6.568336
