crack_id, arr_index, theta, x, y, z, num_xtal, grain_id_1, phi1_1, Phi_1, phi2_1, weight_1, grain_id_2, phi1_2, Phi_2, phi2_2, weight_2, grain_id_3, phi1_3, Phi_3, phi2_3, weight_3, grain_id_4, phi1_4, Phi_4, phi2_4, weight_4, grain_id_5, phi1_5, Phi_5, phi2_5, weight_5, grain_id_6, phi1_6, Phi_6, phi2_6, weight_6, grain_id_7, phi1_7, Phi_7, phi2_7, weight_7, grain_id_8, phi1_8, Phi_8, phi2_8, weight_8, grain_id_9, phi1_9, Phi_9, phi2_9, weight_9, grain_id_10, phi1_10, Phi_10, phi2_10, weight_10, mis_1to2, mis_1to3, mis_1to4, mis_1to5, mis_1to6, mis_1to7, mis_1to8, mis_1to9, mis_1to10, mis_2to3, mis_2to4, mis_2to5, mis_2to6, mis_2to7, mis_2to8, mis_2to9, mis_2to10, mis_3to4, mis_3to5, mis_3to6, mis_3to7, mis_3to8, mis_3to9, mis_3to10, mis_4to5, mis_4to6, mis_4to7, mis_4to8, mis_4to9, mis_4to10, mis_5to6, mis_5to7, mis_5to8, mis_5to9, mis_5to10, mis_6to7, mis_6to8, mis_6to9, mis_6to10, mis_7to8, mis_7to9, mis_7to10, mis_8to9, mis_8to10, mis_9to10, dadN2D, dadN3Dline, dadNpath, tf_1, tf_2, tf_3, tf_4, tf_5, tf_6, tf_7, tf_8, tf_9, tf_10, tf_1to2, tf_1to3, tf_1to4, tf_1to5, tf_1to6, tf_1to7, tf_1to8, tf_1to9, tf_1to10, tf_2to3, tf_2to4, tf_2to5, tf_2to6, tf_2to7, tf_2to8, tf_2to9, tf_2to10, tf_3to4, tf_3to5, tf_3to6, tf_3to7, tf_3to8, tf_3to9, tf_3to10, tf_4to5, tf_4to6, tf_4to7, tf_4to8, tf_4to9, tf_4to10, tf_5to6, tf_5to7, tf_5to8, tf_5to9, tf_5to10, tf_6to7, tf_6to8, tf_6to9, tf_6to10, tf_7to8, tf_7to9, tf_7to10, tf_8to9, tf_8to10, tf_9to10, a, b, c, d, angle_gb, dist_gb, signed_dist_gb
1,0,0.0,0.0,336.0,306.0,2,260,0.612143,0.79839,5.262499,0.537549,288,5.003108,0.423611,1.146995,0.462451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001257,0.00126,0.001286,3.444725,2.638085,,,,,,,,,0.80664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.609886,0.781548,-0.131236,-216.768148,0.673654,5.673761,5.673761
1,6,2.080258,41.732021,395.31366,306.42804,4,257,3.191666,0.588906,2.852357,0.672018,260,0.612143,0.79839,5.262499,0.208716,288,5.003108,0.423611,1.146995,0.112385,393,3.674895,0.427056,3.104679,0.006881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,45.298031,41.936543,,,,,,,43.48986,39.990435,,,,,,,50.271209,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001333,0.001337,0.001349,3.389895,3.444725,2.638085,2.806577,,,,,,,0.054831,0.751809,0.583318,,,,,,,0.80664,0.638149,,,,,,,0.168491,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.967656,0.242257,0.07038,-66.278231,0.758365,10.673436,10.673436
1,29,1.147551,47.723095,350.502167,316.278259,4,260,0.612143,0.79839,5.262499,0.770142,921,0.64729,3.350509,3.465177,0.111374,257,3.191666,0.588906,2.852357,0.082938,288,5.003108,0.423611,1.146995,0.035545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.253555,54.363176,43.48986,,,,,,,54.681681,38.436346,,,,,,,45.298031,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000808,0.00086,0.0009,3.444725,2.302481,3.389895,2.638085,,,,,,,1.142244,0.054831,0.80664,,,,,,,1.087413,0.335604,,,,,,,0.751809,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157135,0.304879,0.939339,-426.524838,1.370754,15.072613,-15.072613
1,31,2.961047,12.038579,437.95285,306.144257,7,393,3.674895,0.427056,3.104679,0.406332,286,4.753474,0.293662,1.683838,0.308707,540,3.38559,3.765373,5.859594,0.100264,257,3.191666,0.588906,2.852357,0.079156,289,0.583617,0.049955,5.168513,0.058047,337,3.406359,0.574217,3.628417,0.029024,288,5.003108,0.423611,1.146995,0.01847,,,,,,,,,,,,,,,,31.508081,18.322525,41.936543,41.223331,19.854846,50.271209,,,,49.473177,40.863344,43.554355,,19.478905,,,,40.540449,,5.452094,55.800525,,,,39.609155,,45.298031,,,,,,,,,51.271982,,,,,,,,,,0.002297,0.002391,0.002439,2.806577,2.546678,3.380761,3.389895,2.440328,3.234572,2.638085,,,,0.259899,0.574184,0.583318,0.366248,0.427995,0.168491,,,,0.834083,0.843217,0.106349,,0.091408,,,,0.009134,,0.146189,0.742676,,,,0.949566,,0.751809,,,,,,,,,0.596487,,,,,,,,,,-0.781934,0.606371,0.144548,-303.541579,1.096833,3.140504,-3.140504
2,0,0.0,0.0,324.0,312.0,3,260,0.612143,0.79839,5.262499,0.790514,288,5.003108,0.423611,1.146995,0.205534,755,0.744976,3.473729,3.838328,0.003953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48986,36.733752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002433,0.002568,0.002677,3.444725,2.638085,2.629798,,,,,,,,0.80664,0.814927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.503228,-0.854263,0.13037,241.59316,0.52796,5.487388,5.487388
2,9,2.15219,54.05695,407.5242,306.591644,3,260,0.612143,0.79839,5.262499,0.497706,257,3.191666,0.588906,2.852357,0.495413,393,3.674895,0.427056,3.104679,0.006881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,39.990435,,,,,,,,41.936543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003212,0.003216,0.003285,3.444725,3.389895,2.806577,,,,,,,,0.054831,0.638149,,,,,,,,0.583318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.990579,-0.016132,0.135988,18.855957,0.581926,0.426882,0.426882
2,26,0.659091,41.170341,318.852936,304.513214,1,260,0.612143,0.79839,5.262499,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002861,0.002937,0.003007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,44,1.371524,57.733501,360.340546,322.405701,4,260,0.612143,0.79839,5.262499,0.65721,921,0.64729,3.350509,3.465177,0.250591,257,3.191666,0.588906,2.852357,0.08747,288,5.003108,0.423611,1.146995,0.004728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.253555,54.363176,43.48986,,,,,,,54.681681,38.436346,,,,,,,45.298031,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002715,0.002872,0.002975,3.444725,2.302481,3.389895,2.638085,,,,,,,1.142244,0.054831,0.80664,,,,,,,1.087413,0.335604,,,,,,,0.751809,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.164928,0.189761,0.967879,-378.890171,1.502961,7.983751,-7.983751
2,51,2.846699,23.594976,449.679016,312.097137,6,286,4.753474,0.293662,1.683838,0.367946,289,0.583617,0.049955,5.168513,0.268623,393,3.674895,0.427056,3.104679,0.252822,257,3.191666,0.588906,2.852357,0.090293,540,3.38559,3.765373,5.859594,0.018059,260,0.612143,0.79839,5.262499,0.002257,,,,,,,,,,,,,,,,,,,,,43.554355,31.508081,40.863344,49.473177,54.654606,,,,,41.223331,39.609155,,43.422117,,,,,41.936543,18.322525,39.990435,,,,,40.540449,54.363176,,,,,,,,,,,,,,,,,,,,0.003133,0.003192,0.00327,2.546678,2.440328,2.806577,3.389895,3.380761,3.444725,,,,,0.106349,0.259899,0.843217,0.834083,0.898048,,,,,0.366248,0.949566,,1.004397,,,,,0.583318,0.574184,0.638149,,,,,0.009134,0.054831,,,,,,,,,,,,,,,,,,,,-0.979232,0.114718,0.167164,-80.750786,1.408256,0.098058,-0.098058
3,0,0.0,0.0,300.0,300.0,4,260,0.612143,0.79839,5.262499,0.826087,391,2.874435,0.653539,3.711879,0.130435,394,1.624092,0.189887,4.091087,0.039526,755,0.744976,3.473729,3.838328,0.003953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.124695,42.724232,36.733752,,,,,,,55.541448,41.564221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005999,0.005999,0.006019,3.444725,3.42137,2.386477,2.629798,,,,,,,0.023355,1.058248,0.814927,,,,,,,1.034893,0.791572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722248,0.671523,-0.165574,-147.114399,0.856014,4.670301,4.670301
