crack_id, arr_index, theta, x, y, z, num_xtal, grain_id_1, phi1_1, Phi_1, phi2_1, weight_1, grain_id_2, phi1_2, Phi_2, phi2_2, weight_2, grain_id_3, phi1_3, Phi_3, phi2_3, weight_3, grain_id_4, phi1_4, Phi_4, phi2_4, weight_4, grain_id_5, phi1_5, Phi_5, phi2_5, weight_5, grain_id_6, phi1_6, Phi_6, phi2_6, weight_6, grain_id_7, phi1_7, Phi_7, phi2_7, weight_7, grain_id_8, phi1_8, Phi_8, phi2_8, weight_8, grain_id_9, phi1_9, Phi_9, phi2_9, weight_9, grain_id_10, phi1_10, Phi_10, phi2_10, weight_10, mis_1to2, mis_1to3, mis_1to4, mis_1to5, mis_1to6, mis_1to7, mis_1to8, mis_1to9, mis_1to10, mis_2to3, mis_2to4, mis_2to5, mis_2to6, mis_2to7, mis_2to8, mis_2to9, mis_2to10, mis_3to4, mis_3to5, mis_3to6, mis_3to7, mis_3to8, mis_3to9, mis_3to10, mis_4to5, mis_4to6, mis_4to7, mis_4to8, mis_4to9, mis_4to10, mis_5to6, mis_5to7, mis_5to8, mis_5to9, mis_5to10, mis_6to7, mis_6to8, mis_6to9, mis_6to10, mis_7to8, mis_7to9, mis_7to10, mis_8to9, mis_8to10, mis_9to10, dadN2D, dadN3Dline, dadNpath, tf_1, tf_2, tf_3, tf_4, tf_5, tf_6, tf_7, tf_8, tf_9, tf_10, tf_1to2, tf_1to3, tf_1to4, tf_1to5, tf_1to6, tf_1to7, tf_1to8, tf_1to9, tf_1to10, tf_2to3, tf_2to4, tf_2to5, tf_2to6, tf_2to7, tf_2to8, tf_2to9, tf_2to10, tf_3to4, tf_3to5, tf_3to6, tf_3to7, tf_3to8, tf_3to9, tf_3to10, tf_4to5, tf_4to6, tf_4to7, tf_4to8, tf_4to9, tf_4to10, tf_5to6, tf_5to7, tf_5to8, tf_5to9, tf_5to10, tf_6to7, tf_6to8, tf_6to9, tf_6to10, tf_7to8, tf_7to9, tf_7to10, tf_8to9, tf_8to10, tf_9to10, a, b, c, d, angle_gb, dist_gb, signed_dist_gb
1,0,0.0,0.0,336.0,306.0,2,260,0.612143,0.79839,5.262499,0.522388,288,5.003108,0.423611,1.146995,0.477612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001257,0.00126,0.001286,3.444725,2.638085,,,,,,,,,0.80664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592628,-0.79322,0.139979,218.226245,0.654717,5.462101,-5.462101
1,4,1.917014,48.209965,389.391663,306.880829,4,257,3.191666,0.588906,2.852357,0.607558,260,0.612143,0.79839,5.262499,0.360465,288,5.003108,0.423611,1.146995,0.023256,921,0.64729,3.350509,3.465177,0.008721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,45.298031,54.681681,,,,,,,43.48986,53.253555,,,,,,,38.436346,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000834,0.000842,0.000848,3.389895,3.444725,2.638085,2.302481,,,,,,,0.054831,0.751809,1.087413,,,,,,,0.80664,1.142244,,,,,,,0.335604,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.981797,0.16451,-0.094924,16.425122,0.517178,4.021191,4.021191
1,34,2.766339,23.251322,431.025482,306.267487,7,393,3.674895,0.427056,3.104679,0.446064,257,3.191666,0.588906,2.852357,0.268222,286,4.753474,0.293662,1.683838,0.081633,540,3.38559,3.765373,5.859594,0.081633,289,0.583617,0.049955,5.168513,0.069971,337,3.406359,0.574217,3.628417,0.03207,288,5.003108,0.423611,1.146995,0.020408,,,,,,,,,,,,,,,,41.936543,31.508081,18.322525,41.223331,19.854846,50.271209,,,,40.863344,40.540449,39.609155,,45.298031,,,,49.473177,43.554355,,19.478905,,,,,5.452094,55.800525,,,,,,,,,51.271982,,,,,,,,,,0.001545,0.001557,0.001606,2.806577,3.389895,2.546678,3.380761,2.440328,3.234572,2.638085,,,,0.583318,0.259899,0.574184,0.366248,0.427995,0.168491,,,,0.843217,0.009134,0.949566,,0.751809,,,,0.834083,0.106349,,0.091408,,,,,0.146189,0.742676,,,,,,,,,0.596487,,,,,,,,,,0.570119,-0.70807,0.416654,156.968984,1.106175,7.363637,-7.363637
1,40,1.067286,42.24564,348.728149,317.86557,4,260,0.612143,0.79839,5.262499,0.768116,921,0.64729,3.350509,3.465177,0.095652,257,3.191666,0.588906,2.852357,0.069565,288,5.003108,0.423611,1.146995,0.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.253555,54.363176,43.48986,,,,,,,54.681681,38.436346,,,,,,,45.298031,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00097,0.001042,0.001084,3.444725,2.302481,3.389895,2.638085,,,,,,,1.142244,0.054831,0.80664,,,,,,,1.087413,0.335604,,,,,,,0.751809,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446085,0.369802,0.815018,-421.870674,1.158357,14.999002,-14.999002
2,0,0.0,0.0,324.0,312.0,3,260,0.612143,0.79839,5.262499,0.800995,288,5.003108,0.423611,1.146995,0.19403,755,0.744976,3.473729,3.838328,0.004975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48986,36.733752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002433,0.002568,0.002677,3.444725,2.638085,2.629798,,,,,,,,0.80664,0.814927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158551,-0.96571,0.205587,257.692979,0.180509,8.946082,8.946082
2,5,1.894083,54.270828,390.182953,305.915771,4,260,0.612143,0.79839,5.262499,0.521614,257,3.191666,0.588906,2.852357,0.463977,921,0.64729,3.350509,3.465177,0.008646,288,5.003108,0.423611,1.146995,0.005764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,53.253555,43.48986,,,,,,,54.681681,45.298031,,,,,,,38.436346,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003208,0.003208,0.003217,3.444725,3.389895,2.302481,2.638085,,,,,,,0.054831,1.142244,0.80664,,,,,,,1.087413,0.751809,,,,,,,0.335604,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.993902,0.103086,-0.039142,24.581543,0.428459,1.110097,-1.110097
2,17,1.258766,53.95887,354.594635,323.59317,4,260,0.612143,0.79839,5.262499,0.691643,921,0.64729,3.350509,3.465177,0.247839,257,3.191666,0.588906,2.852357,0.054755,288,5.003108,0.423611,1.146995,0.005764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.253555,54.363176,43.48986,,,,,,,54.681681,38.436346,,,,,,,45.298031,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002392,0.002515,0.002676,3.444725,2.302481,3.389895,2.638085,,,,,,,1.142244,0.054831,0.80664,,,,,,,1.087413,0.335604,,,,,,,0.751809,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009278,0.299393,0.954085,-422.230648,1.383157,7.832736,-7.832736
2,25,0.589818,36.322041,317.730682,306.95105,1,260,0.612143,0.79839,5.262499,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003136,0.00326,0.003347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57,2.705957,30.942484,438.477295,306.3703,7,393,3.674895,0.427056,3.104679,0.423188,257,3.191666,0.588906,2.852357,0.243478,289,0.583617,0.049955,5.168513,0.208696,286,4.753474,0.293662,1.683838,0.069565,260,0.612143,0.79839,5.262499,0.037681,540,3.38559,3.765373,5.859594,0.011594,337,3.406359,0.574217,3.628417,0.005797,,,,,,,,,,,,,,,,41.936543,41.223331,31.508081,39.990435,18.322525,19.854846,,,,39.609155,40.863344,54.363176,40.540449,,,,,43.554355,43.422117,,,,,,54.654606,49.473177,,,,,,,,,,5.452094,,,,,,,,,,0.001678,0.001837,0.001971,2.806577,3.389895,2.440328,2.546678,3.444725,3.380761,3.234572,,,,0.583318,0.366248,0.259899,0.638149,0.574184,0.427995,,,,0.949566,0.843217,0.054831,0.009134,,,,,0.106349,1.004397,,,,,,0.898048,0.834083,,,,,,,,,,0.146189,,,,,,,,,,0.510942,-0.751214,0.417871,177.509189,1.089052,8.048014,-8.048014
3,0,0.0,0.0,300.0,300.0,4,260,0.612143,0.79839,5.262499,0.845771,391,2.874435,0.653539,3.711879,0.124378,394,1.624092,0.189887,4.091087,0.024876,755,0.744976,3.473729,3.838328,0.004975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.124695,42.724232,36.733752,,,,,,,55.541448,41.564221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005999,0.005999,0.006019,3.444725,3.42137,2.386477,2.629798,,,,,,,0.023355,1.058248,0.814927,,,,,,,1.034893,0.791572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.531701,-0.825221,0.190536,183.439678,0.632508,6.965823,-6.965823
3,5,0.519712,48.402946,287.406067,301.084839,2,260,0.612143,0.79839,5.262499,0.77907,394,1.624092,0.189887,4.091087,0.22093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.724232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003265,0.003422,0.00385,3.444725,2.386477,,,,,,,,,1.058248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.50386,-0.801153,0.322924,147.810737,1.128177,9.606279,-9.606279
3,22,1.057046,65.278557,335.163818,306.18045,1,260,0.612143,0.79839,5.262499,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003326,0.003542,0.00374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,2.125015,76.700119,419.471649,306.020782,3,260,0.612143,0.79839,5.262499,0.96793,257,3.191666,0.588906,2.852357,0.023324,289,0.583617,0.049955,5.168513,0.008746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,43.422117,,,,,,,,39.609155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002329,0.002345,0.002363,3.444725,3.389895,2.440328,,,,,,,,0.054831,1.004397,,,,,,,,0.949566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.958226,0.187031,-0.216386,43.738521,0.772154,17.521933,-17.521933
3,49,1.624855,82.996819,376.491089,317.246796,2,260,0.612143,0.79839,5.262499,0.979532,921,0.64729,3.350509,3.465177,0.020468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.253555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001844,0.001866,0.001888,3.444725,2.302481,,,,,,,,,1.142244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.746651,0.195116,-0.635957,85.772832,0.84464,19.446612,19.446612
