crack_id, arr_index, theta, x, y, z, num_xtal, grain_id_1, phi1_1, Phi_1, phi2_1, weight_1, grain_id_2, phi1_2, Phi_2, phi2_2, weight_2, grain_id_3, phi1_3, Phi_3, phi2_3, weight_3, grain_id_4, phi1_4, Phi_4, phi2_4, weight_4, grain_id_5, phi1_5, Phi_5, phi2_5, weight_5, grain_id_6, phi1_6, Phi_6, phi2_6, weight_6, grain_id_7, phi1_7, Phi_7, phi2_7, weight_7, grain_id_8, phi1_8, Phi_8, phi2_8, weight_8, grain_id_9, phi1_9, Phi_9, phi2_9, weight_9, grain_id_10, phi1_10, Phi_10, phi2_10, weight_10, mis_1to2, mis_1to3, mis_1to4, mis_1to5, mis_1to6, mis_1to7, mis_1to8, mis_1to9, mis_1to10, mis_2to3, mis_2to4, mis_2to5, mis_2to6, mis_2to7, mis_2to8, mis_2to9, mis_2to10, mis_3to4, mis_3to5, mis_3to6, mis_3to7, mis_3to8, mis_3to9, mis_3to10, mis_4to5, mis_4to6, mis_4to7, mis_4to8, mis_4to9, mis_4to10, mis_5to6, mis_5to7, mis_5to8, mis_5to9, mis_5to10, mis_6to7, mis_6to8, mis_6to9, mis_6to10, mis_7to8, mis_7to9, mis_7to10, mis_8to9, mis_8to10, mis_9to10, dadN2D, dadN3Dline, dadNpath, tf_1, tf_2, tf_3, tf_4, tf_5, tf_6, tf_7, tf_8, tf_9, tf_10, tf_1to2, tf_1to3, tf_1to4, tf_1to5, tf_1to6, tf_1to7, tf_1to8, tf_1to9, tf_1to10, tf_2to3, tf_2to4, tf_2to5, tf_2to6, tf_2to7, tf_2to8, tf_2to9, tf_2to10, tf_3to4, tf_3to5, tf_3to6, tf_3to7, tf_3to8, tf_3to9, tf_3to10, tf_4to5, tf_4to6, tf_4to7, tf_4to8, tf_4to9, tf_4to10, tf_5to6, tf_5to7, tf_5to8, tf_5to9, tf_5to10, tf_6to7, tf_6to8, tf_6to9, tf_6to10, tf_7to8, tf_7to9, tf_7to10, tf_8to9, tf_8to10, tf_9to10, a, b, c, d, angle_gb, dist_gb, signed_dist_gb
1,0,0.0,0.0,336.0,306.0,2,260,0.612143,0.79839,5.262499,0.543624,288,5.003108,0.423611,1.146995,0.456376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001257,0.00126,0.001286,3.444725,2.638085,,,,,,,,,0.80664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.664304,0.734711,-0.137474,-198.755855,0.745555,6.04,6.04
1,18,1.228344,48.265034,354.793579,317.598724,4,260,0.612143,0.79839,5.262499,0.683071,921,0.64729,3.350509,3.465177,0.141732,257,3.191666,0.588906,2.852357,0.11811,288,5.003108,0.423611,1.146995,0.057087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.253555,54.363176,43.48986,,,,,,,54.681681,38.436346,,,,,,,45.298031,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000734,0.000741,0.000886,3.444725,2.302481,3.389895,2.638085,,,,,,,1.142244,0.054831,0.80664,,,,,,,1.087413,0.335604,,,,,,,0.751809,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183234,0.268803,0.945606,-418.291429,1.277547,13.754793,-13.754793
1,38,2.166144,35.312271,395.917999,311.446289,7,257,3.191666,0.588906,2.852357,0.634387,288,5.003108,0.423611,1.146995,0.241107,260,0.612143,0.79839,5.262499,0.104743,393,3.674895,0.427056,3.104679,0.011858,921,0.64729,3.350509,3.465177,0.003953,337,3.406359,0.574217,3.628417,0.001976,540,3.38559,3.765373,5.859594,0.001976,,,,,,,,,,,,,,,,45.298031,54.363176,41.936543,54.681681,,40.540449,,,,43.48986,50.271209,38.436346,51.271982,55.800525,,,,39.990435,53.253555,,,,,,,19.854846,18.322525,,,,,,,,,5.452094,,,,,,,,,,0.001468,0.001468,0.001474,3.389895,2.638085,3.444725,2.806577,2.302481,3.234572,3.380761,,,,0.751809,0.054831,0.583318,1.087413,,0.009134,,,,0.80664,0.168491,0.335604,0.596487,0.742676,,,,0.638149,1.142244,,,,,,,0.427995,0.574184,,,,,,,,,0.146189,,,,,,,,,,0.948271,0.31718,-0.013378,-144.179091,0.305999,10.717254,10.717254
2,0,0.0,0.0,324.0,312.0,4,260,0.612143,0.79839,5.262499,0.778523,288,5.003108,0.423611,1.146995,0.214765,391,2.874435,0.653539,3.711879,0.003356,755,0.744976,3.473729,3.838328,0.003356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48986,33.124695,36.733752,,,,,,,58.662727,,,,,,,,41.564221,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002433,0.002568,0.002677,3.444725,2.638085,3.42137,2.629798,,,,,,,0.80664,0.023355,0.814927,,,,,,,0.783285,,,,,,,,0.791572,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56549,0.818251,-0.103373,-237.345928,0.601029,4.484981,-4.484981
2,12,2.356396,47.260757,419.279846,305.7659,6,257,3.191666,0.588906,2.852357,0.485265,260,0.612143,0.79839,5.262499,0.353635,393,3.674895,0.427056,3.104679,0.137525,289,0.583617,0.049955,5.168513,0.017682,288,5.003108,0.423611,1.146995,0.003929,337,3.406359,0.574217,3.628417,0.001965,,,,,,,,,,,,,,,,,,,,,54.363176,41.936543,39.609155,45.298031,,,,,,39.990435,43.422117,43.48986,,,,,,41.223331,50.271209,19.854846,,,,,,,,,,,51.271982,,,,,,,,,,,,,,,0.00269,0.002691,0.002802,3.389895,3.444725,2.806577,2.440328,2.638085,3.234572,,,,,0.054831,0.583318,0.949566,0.751809,,,,,,0.638149,1.004397,0.80664,,,,,,0.366248,0.168491,0.427995,,,,,,,,,,,0.596487,,,,,,,,,,,,,,,0.981374,0.105158,-0.160771,-47.222704,0.693948,5.909884,-5.909884
2,28,0.719111,41.995773,324.032013,306.113586,3,260,0.612143,0.79839,5.262499,0.996,257,3.191666,0.588906,2.852357,0.002,288,5.003108,0.423611,1.146995,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.363176,43.48986,,,,,,,,45.298031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002206,0.002271,0.002374,3.444725,3.389895,2.638085,,,,,,,,0.054831,0.80664,,,,,,,,0.751809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,45,1.452732,57.688766,365.157166,322.565033,4,260,0.612143,0.79839,5.262499,0.607955,921,0.64729,3.350509,3.465177,0.24053,257,3.191666,0.588906,2.852357,0.136364,288,5.003108,0.423611,1.146995,0.015152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.253555,54.363176,43.48986,,,,,,,54.681681,38.436346,,,,,,,45.298031,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002407,0.002555,0.002644,3.444725,2.302481,3.389895,2.638085,,,,,,,1.142244,0.054831,0.80664,,,,,,,1.087413,0.335604,,,,,,,0.751809,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25313,0.121819,0.959732,-347.360278,1.563154,7.90397,-7.90397
2,53,3.002041,12.705022,462.450226,311.888672,5,286,4.753474,0.293662,1.683838,0.679634,289,0.583617,0.049955,5.168513,0.212815,393,3.674895,0.427056,3.104679,0.100686,125,5.702375,0.922475,0.716409,0.004577,257,3.191666,0.588906,2.852357,0.002288,,,,,,,,,,,,,,,,,,,,,,,,,,43.554355,31.508081,45.182092,40.863344,,,,,,41.223331,56.878361,39.609155,,,,,,,41.936543,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002765,0.002781,0.002813,2.546678,2.440328,2.806577,2.957013,3.389895,,,,,,0.106349,0.259899,0.410335,0.843217,,,,,,0.366248,0.516684,0.949566,,,,,,,0.583318,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986345,-0.06882,-0.149622,54.602396,1.511483,11.357304,-11.357304
3,0,0.0,0.0,300.0,300.0,5,260,0.612143,0.79839,5.262499,0.812081,391,2.874435,0.653539,3.711879,0.130872,394,1.624092,0.189887,4.091087,0.050336,288,5.003108,0.423611,1.146995,0.003356,755,0.744976,3.473729,3.838328,0.003356,,,,,,,,,,,,,,,,,,,,,,,,,,33.124695,42.724232,43.48986,36.733752,,,,,,55.541448,58.662727,41.564221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005999,0.005999,0.006019,3.444725,3.42137,2.386477,2.638085,2.629798,,,,,,0.023355,1.058248,0.80664,0.814927,,,,,,1.034893,0.783285,0.791572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.570146,-0.780628,0.256033,150.277035,0.712593,7.101467,-7.101467
3,8,0.602412,53.666649,293.960266,299.757477,2,260,0.612143,0.79839,5.262499,0.906,394,1.624092,0.189887,4.091087,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.724232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004556,0.004781,0.005132,3.444725,2.386477,,,,,,,,,1.058248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.517675,-0.81239,0.268393,169.169756,1.205111,16.969701,-16.969701
